"C:\Users\korna\Documents\Учёба\Проектная практика\TrackingOptimization\venv\Scripts\python.exe" "C:/Users/korna/Documents/Учёба/Проектная практика/TrackingOptimization/main.py"
OpenCV v4.1.0

|   iter    |  target   | maxLevel  | maxMed... | points... | termCr... | termCr... |  winSize  | winSiz... |
|  1214     |  0.5275   |  2.0      |  18.84    |  19.21    |  0.6      |  10.18    |  30.82    |  44.71    |
|  1215     |  0.5229   |  6.443    |  8.189    |  11.64    |  0.5641   |  18.16    |  38.03    |  50.39    |
|  1216     |  0.5119   |  9.073    |  16.47    |  13.48    |  0.2103   |  14.91    |  33.34    |  45.31    |
|  1217     |  0.5138   |  6.706    |  11.95    |  11.49    |  0.4297   |  21.76    |  24.86    |  38.79    |
|  1218     |  0.5198   |  3.271    |  13.46    |  14.28    |  0.45     |  24.6     |  24.79    |  36.29    |
|  1219     |  0.5224   |  3.937    |  17.86    |  9.065    |  0.4499   |  22.45    |  27.06    |  44.13    |
|  1220     |  0.5212   |  4.265    |  14.7     |  9.564    |  0.4891   |  24.32    |  25.44    |  41.87    |
|  1221     |  0.5175   |  4.316    |  8.836    |  11.05    |  0.2329   |  12.78    |  28.77    |  45.46    |
|  1222     |  0.5119   |  3.231    |  17.81    |  19.61    |  0.2577   |  22.44    |  28.44    |  35.1     |
|  1223     |  0.5249   |  8.138    |  7.491    |  8.564    |  0.4286   |  11.24    |  28.25    |  46.18    |
|  1224     |  0.5217   |  2.364    |  13.05    |  13.52    |  0.501    |  14.62    |  27.14    |  51.08    |
|  1225     |  0.5116   |  9.265    |  18.01    |  19.72    |  0.3654   |  19.02    |  30.88    |  39.29    |
|  1226     |  0.5255   |  5.71     |  13.15    |  14.4     |  0.6      |  19.38    |  33.36    |  51.07    |
|  1227     |  0.5262   |  8.295    |  15.39    |  13.82    |  0.6      |  35.22    |  23.75    |  41.55    |
|  1228     |  0.5199   |  2.33     |  12.42    |  10.2     |  0.5706   |  17.21    |  25.38    |  51.53    |
|  1229     |  0.5095   |  5.239    |  13.49    |  7.08     |  0.2846   |  22.18    |  27.05    |  43.86    |
|  1230     |  0.5195   |  4.025    |  16.63    |  16.51    |  0.456    |  11.81    |  32.02    |  43.96    |
|  1231     |  0.515    |  7.893    |  19.09    |  13.28    |  0.4737   |  33.03    |  22.49    |  40.64    |
|  1232     |  0.5216   |  6.609    |  18.35    |  17.32    |  0.6      |  20.51    |  26.63    |  40.24    |
|  1233     |  0.5304   |  7.728    |  17.2     |  17.62    |  0.5308   |  19.55    |  32.53    |  50.01    |
|  1234     |  0.5354   |  3.121    |  18.77    |  8.321    |  0.5049   |  22.33    |  26.13    |  39.33    |
|  1235     |  0.5231   |  4.427    |  18.36    |  8.083    |  0.4876   |  26.77    |  27.37    |  40.04    |
|  1236     |  0.5114   |  5.326    |  18.82    |  10.83    |  0.2321   |  22.39    |  25.69    |  40.38    |
|  1237     |  0.5268   |  3.6      |  14.69    |  8.04     |  0.514    |  23.32    |  24.35    |  39.51    |
|  1238     |  0.5117   |  3.467    |  18.62    |  7.735    |  0.2864   |  22.62    |  26.99    |  39.35    |
|  1239     |  0.5238   |  9.789    |  12.12    |  16.39    |  0.5536   |  17.97    |  32.24    |  46.43    |
|  1240     |  0.5136   |  3.688    |  15.97    |  10.9     |  0.3069   |  26.0     |  26.99    |  37.1     |
|  1241     |  0.5175   |  9.709    |  13.64    |  18.14    |  0.3122   |  17.43    |  30.49    |  47.0     |
|  1242     |  0.522    |  3.461    |  10.92    |  11.95    |  0.4076   |  19.06    |  26.06    |  46.79    |
|  1243     |  0.5018   |  3.071    |  18.77    |  9.177    |  0.1604   |  22.86    |  22.73    |  39.72    |
|  1244     |  0.5246   |  2.0      |  18.59    |  9.08     |  0.6      |  21.12    |  25.99    |  39.47    |
|  1245     |  0.5216   |  2.004    |  13.45    |  5.061    |  0.2637   |  22.18    |  23.91    |  39.09    |
|  1246     |  0.5254   |  2.118    |  12.47    |  12.67    |  0.4642   |  12.08    |  28.68    |  53.76    |
|  1247     |  0.5294   |  3.108    |  13.07    |  11.42    |  0.4862   |  11.23    |  28.39    |  50.48    |
|  1248     |  0.5131   |  4.772    |  12.38    |  8.631    |  0.2189   |  22.55    |  22.81    |  41.74    |
|  1249     |  0.5185   |  3.983    |  15.32    |  5.733    |  0.3352   |  21.58    |  23.6     |  37.98    |
|  1250     |  0.5209   |  3.688    |  12.16    |  9.174    |  0.3357   |  19.97    |  25.95    |  42.19    |
|  1251     |  0.5161   |  4.884    |  12.36    |  13.07    |  0.1791   |  11.96    |  28.0     |  50.55    |
|  1252     |  0.5144   |  8.496    |  14.95    |  16.51    |  0.2196   |  18.23    |  33.14    |  44.73    |
|  1253     |  0.514    |  2.145    |  13.51    |  6.771    |  0.3542   |  21.4     |  26.27    |  39.69    |
|  1254     |  0.5176   |  2.424    |  10.68    |  12.13    |  0.5762   |  24.41    |  25.4     |  36.39    |
|  1255     |  0.521    |  4.896    |  16.03    |  12.94    |  0.3964   |  11.57    |  29.85    |  54.4     |
|  1256     |  0.5274   |  3.108    |  15.02    |  15.19    |  0.6      |  26.23    |  27.56    |  34.89    |
|  1257     |  0.5141   |  5.095    |  8.271    |  11.87    |  0.186    |  15.37    |  27.92    |  45.13    |
|  1258     |  0.527    |  8.072    |  8.134    |  11.36    |  0.3972   |  11.59    |  29.0     |  47.48    |
|  1259     |  0.5058   |  6.406    |  7.787    |  7.669    |  0.3911   |  11.09    |  28.22    |  48.29    |
|  1260     |  0.5179   |  2.632    |  9.066    |  12.08    |  0.3869   |  14.67    |  30.42    |  51.92    |
|  1261     |  0.5165   |  4.285    |  18.93    |  17.93    |  0.2009   |  10.45    |  28.0     |  44.49    |
|  1262     |  0.5203   |  2.053    |  16.84    |  11.54    |  0.2469   |  12.95    |  28.19    |  48.07    |
|  1263     |  0.5231   |  7.643    |  8.454    |  13.46    |  0.6      |  17.03    |  36.51    |  49.64    |
|  1264     |  0.5191   |  8.267    |  9.981    |  11.86    |  0.2569   |  13.01    |  29.35    |  46.94    |
|  1265     |  0.51     |  5.212    |  12.55    |  19.72    |  0.1802   |  19.7     |  27.32    |  34.82    |
|  1266     |  0.5261   |  3.24     |  15.03    |  13.29    |  0.5839   |  26.03    |  30.15    |  33.76    |
|  1267     |  0.5152   |  5.205    |  15.49    |  9.767    |  0.3423   |  10.62    |  31.84    |  52.93    |
|  1268     |  0.5209   |  3.195    |  16.27    |  15.83    |  0.5964   |  25.43    |  27.38    |  32.95    |
|  1269     |  0.5213   |  4.488    |  13.13    |  14.08    |  0.5879   |  29.4     |  29.16    |  33.78    |
|  1270     |  0.5217   |  4.691    |  13.41    |  13.38    |  0.399    |  11.02    |  30.83    |  56.26    |
|  1271     |  0.5176   |  2.067    |  16.27    |  8.332    |  0.329    |  22.08    |  27.54    |  45.48    |
|  1272     |  0.5136   |  3.004    |  14.11    |  11.75    |  0.34     |  15.09    |  31.25    |  55.81    |
|  1273     |  0.5147   |  9.397    |  19.24    |  11.46    |  0.428    |  12.44    |  32.41    |  44.86    |
|  1274     |  0.5123   |  2.685    |  18.02    |  11.48    |  0.1635   |  10.78    |  32.2     |  44.38    |
|  1275     |  0.5112   |  3.733    |  18.37    |  11.0     |  0.1725   |  24.86    |  28.27    |  41.62    |
|  1276     |  0.522    |  2.183    |  12.47    |  9.042    |  0.48     |  14.74    |  29.23    |  51.3     |
|  1277     |  0.5118   |  4.06     |  14.58    |  13.93    |  0.2833   |  28.56    |  29.74    |  31.03    |
|  1278     |  0.5231   |  3.754    |  14.5     |  17.98    |  0.6      |  20.73    |  28.61    |  38.57    |
|  1279     |  0.5218   |  2.0      |  8.254    |  10.55    |  0.6      |  21.78    |  32.23    |  52.94    |
|  1280     |  0.5313   |  3.297    |  15.68    |  9.503    |  0.5282   |  14.32    |  27.88    |  53.85    |
|  1281     |  0.5186   |  5.786    |  17.41    |  8.036    |  0.4711   |  14.37    |  27.75    |  53.94    |
|  1282     |  0.5119   |  4.286    |  17.15    |  10.14    |  0.3507   |  17.43    |  30.65    |  52.34    |
|  1283     |  0.5282   |  7.499    |  13.86    |  12.12    |  0.6      |  34.54    |  24.54    |  40.55    |
|  1284     |  0.5226   |  3.1      |  13.18    |  11.82    |  0.4293   |  13.51    |  26.57    |  52.74    |
|  1285     |  0.521    |  2.729    |  13.45    |  15.08    |  0.3746   |  28.2     |  28.91    |  36.78    |
|  1286     |  0.5168   |  3.022    |  19.27    |  18.15    |  0.2548   |  10.59    |  33.03    |  44.49    |
|  1287     |  0.5163   |  4.247    |  16.51    |  11.23    |  0.3596   |  10.83    |  26.8     |  52.07    |
|  1288     |  0.5148   |  2.509    |  15.85    |  15.46    |  0.2234   |  28.55    |  29.69    |  34.23    |
|  1289     |  0.5188   |  2.018    |  13.19    |  15.99    |  0.4809   |  17.66    |  25.13    |  33.62    |
|  1290     |  0.5199   |  4.967    |  15.64    |  17.99    |  0.5165   |  20.75    |  33.87    |  51.56    |
|  1291     |  0.5216   |  4.414    |  15.52    |  7.814    |  0.5505   |  14.76    |  25.07    |  52.57    |
|  1292     |  0.5115   |  4.934    |  12.86    |  15.95    |  0.1885   |  28.45    |  27.64    |  34.06    |
|  1293     |  0.5086   |  5.41     |  13.54    |  9.516    |  0.4499   |  25.3     |  25.13    |  35.85    |
|  1294     |  0.5213   |  3.265    |  17.44    |  14.65    |  0.6      |  40.39    |  24.19    |  35.65    |
|  1295     |  0.4985   |  3.861    |  14.25    |  7.97     |  0.2285   |  12.11    |  28.96    |  53.08    |
|  1296     |  0.5238   |  5.076    |  17.61    |  16.71    |  0.5643   |  17.78    |  32.05    |  49.06    |
|  1297     |  0.523    |  3.813    |  17.55    |  10.92    |  0.5932   |  13.11    |  28.4     |  57.25    |
|  1298     |  0.5099   |  5.315    |  13.23    |  10.96    |  0.2088   |  15.42    |  27.04    |  54.05    |
|  1299     |  0.5171   |  2.434    |  10.64    |  11.81    |  0.4354   |  11.64    |  31.48    |  49.58    |
|  1300     |  0.5261   |  6.117    |  15.58    |  19.12    |  0.6      |  15.78    |  30.14    |  50.69    |
|  1301     |  0.4915   |  2.005    |  7.059    |  16.05    |  0.2511   |  20.03    |  35.25    |  49.15    |
|  1302     |  0.5097   |  2.759    |  7.86     |  11.85    |  0.2935   |  24.16    |  33.17    |  50.75    |
|  1303     |  0.5223   |  9.703    |  7.771    |  11.08    |  0.4355   |  10.26    |  26.3     |  45.66    |
|  1304     |  0.5219   |  2.131    |  12.34    |  15.12    |  0.4766   |  25.25    |  28.41    |  35.86    |
|  1305     |  0.5195   |  7.304    |  8.814    |  14.09    |  0.6      |  18.82    |  37.74    |  48.85    |
|  1306     |  0.5263   |  5.184    |  12.13    |  11.83    |  0.4499   |  24.58    |  28.75    |  33.47    |
|  1307     |  0.5127   |  2.66     |  14.44    |  12.56    |  0.5417   |  23.03    |  29.65    |  33.3     |
|  1308     |  0.5186   |  8.812    |  19.55    |  18.9     |  0.3954   |  18.32    |  26.81    |  40.38    |
|  1309     |  0.5226   |  3.098    |  14.25    |  15.65    |  0.4145   |  11.81    |  31.84    |  52.37    |
|  1310     |  0.5207   |  3.896    |  12.14    |  10.07    |  0.4032   |  17.23    |  25.24    |  48.22    |
|  1311     |  0.5195   |  2.04     |  11.69    |  11.93    |  0.1831   |  11.05    |  26.56    |  50.86    |
|  1312     |  0.5105   |  2.708    |  16.04    |  9.209    |  0.1986   |  23.2     |  26.11    |  38.06    |
|  1313     |  0.5208   |  3.442    |  16.62    |  16.16    |  0.403    |  15.35    |  30.31    |  54.44    |
|  1314     |  0.5126   |  2.151    |  7.161    |  12.41    |  0.4315   |  16.1     |  25.35    |  44.44    |
|  1315     |  0.5146   |  3.147    |  14.07    |  14.73    |  0.2382   |  10.68    |  28.27    |  55.28    |
|  1316     |  0.5099   |  5.919    |  17.84    |  9.807    |  0.4382   |  13.57    |  25.52    |  56.98    |
|  1317     |  0.5175   |  2.425    |  18.98    |  13.59    |  0.3794   |  18.83    |  30.48    |  40.14    |
|  1318     |  0.5639   |  3.642    |  14.56    |  11.23    |  0.3538   |  27.91    |  31.07    |  33.15    |
|  1319     |  0.5229   |  9.604    |  9.416    |  14.07    |  0.6      |  15.33    |  34.16    |  47.75    |
|  1320     |  0.5223   |  3.857    |  13.92    |  10.64    |  0.4255   |  27.9     |  31.07    |  33.74    |
|  1321     |  0.5144   |  2.02     |  15.4     |  13.24    |  0.3175   |  14.0     |  31.06    |  51.72    |
|  1322     |  0.5243   |  4.321    |  15.06    |  13.04    |  0.4154   |  29.26    |  30.04    |  34.11    |
|  1323     |  0.5265   |  4.373    |  15.06    |  11.73    |  0.5357   |  26.13    |  30.98    |  33.2     |
|  1324     |  0.5223   |  2.198    |  12.92    |  14.26    |  0.5941   |  21.46    |  23.21    |  37.84    |
|  1325     |  0.5188   |  3.068    |  15.19    |  11.48    |  0.2198   |  28.17    |  31.27    |  32.51    |
|  1326     |  0.5279   |  3.608    |  18.67    |  10.77    |  0.4888   |  14.93    |  27.99    |  53.2     |
|  1327     |  0.5308   |  8.412    |  12.77    |  17.47    |  0.599    |  20.26    |  30.66    |  39.72    |
|  1328     |  0.5256   |  2.804    |  20.0     |  9.142    |  0.6      |  22.54    |  25.96    |  38.84    |
|  1329     |  0.5133   |  5.461    |  12.4     |  14.25    |  0.226    |  18.32    |  25.33    |  35.24    |
|  1330     |  0.5265   |  4.478    |  14.06    |  12.55    |  0.5659   |  26.98    |  29.78    |  35.73    |
|  1331     |  0.5248   |  10.0     |  16.63    |  15.62    |  0.6      |  18.65    |  32.02    |  47.87    |
|  1332     |  0.5189   |  9.743    |  19.05    |  9.788    |  0.4884   |  14.58    |  32.9     |  46.45    |
|  1333     |  0.5263   |  4.035    |  14.38    |  11.79    |  0.4      |  27.84    |  30.69    |  33.07    |
|  1334     |  0.5164   |  3.449    |  13.84    |  12.36    |  0.495    |  17.39    |  27.94    |  46.98    |
|  1335     |  0.5081   |  5.581    |  17.6     |  17.04    |  0.1803   |  18.06    |  31.44    |  50.57    |
|  1336     |  0.5319   |  2.791    |  14.12    |  12.23    |  0.6      |  13.18    |  28.54    |  48.09    |
|  1337     |  0.5093   |  2.628    |  15.53    |  11.94    |  0.1775   |  27.46    |  30.37    |  34.96    |
|  1338     |  0.5175   |  3.474    |  15.16    |  13.37    |  0.4336   |  21.97    |  26.21    |  34.98    |
|  1339     |  0.5141   |  6.244    |  18.21    |  17.36    |  0.2114   |  16.72    |  31.05    |  47.83    |
|  1340     |  0.5264   |  2.194    |  10.03    |  16.29    |  0.6      |  22.23    |  33.08    |  49.45    |
|  1341     |  0.5134   |  7.939    |  14.52    |  18.57    |  0.2264   |  18.24    |  26.03    |  37.95    |
|  1342     |  0.5149   |  2.26     |  19.42    |  19.56    |  0.3166   |  10.05    |  30.14    |  42.58    |
|  1343     |  0.5204   |  9.302    |  9.661    |  15.57    |  0.3687   |  18.2     |  34.06    |  48.2     |
|  1344     |  0.5214   |  4.105    |  13.72    |  18.15    |  0.6      |  22.08    |  30.42    |  37.75    |
|  1345     |  0.5167   |  3.703    |  18.3     |  16.26    |  0.3352   |  11.84    |  28.62    |  44.35    |
|  1346     |  0.5123   |  3.632    |  13.61    |  16.54    |  0.2133   |  17.05    |  32.89    |  51.01    |
|  1347     |  0.5176   |  3.529    |  13.84    |  12.23    |  0.5774   |  24.63    |  27.75    |  34.89    |
|  1348     |  0.5179   |  8.267    |  17.45    |  18.66    |  0.3492   |  23.73    |  35.02    |  43.8     |
|  1349     |  0.5068   |  9.431    |  19.5     |  11.08    |  0.2858   |  18.2     |  33.55    |  42.15    |
|  1350     |  0.5199   |  5.068    |  17.73    |  13.72    |  0.6      |  24.12    |  27.43    |  37.28    |
|  1351     |  0.5317   |  6.865    |  7.164    |  10.91    |  0.6      |  11.61    |  28.85    |  45.3     |
|  1352     |  0.5235   |  5.559    |  15.87    |  16.25    |  0.6      |  40.23    |  23.35    |  36.17    |
|  1353     |  0.5287   |  9.49     |  17.4     |  19.29    |  0.4515   |  20.46    |  32.2     |  50.02    |
|  1354     |  0.5219   |  5.025    |  14.48    |  15.86    |  0.4401   |  25.82    |  25.65    |  35.08    |
|  1355     |  0.5073   |  6.723    |  11.61    |  19.71    |  0.1538   |  19.28    |  31.04    |  39.23    |
|  1356     |  0.5156   |  7.173    |  17.77    |  18.15    |  0.2537   |  19.84    |  33.97    |  47.68    |
|  1357     |  0.5298   |  3.858    |  12.77    |  14.54    |  0.5915   |  18.62    |  24.57    |  37.95    |
|  1358     |  0.523    |  5.16     |  18.09    |  18.02    |  0.4325   |  22.54    |  28.68    |  40.56    |
|  1359     |  0.5251   |  7.841    |  18.62    |  9.673    |  0.4177   |  18.37    |  35.16    |  42.27    |
|  1360     |  0.5181   |  2.702    |  14.35    |  15.1     |  0.3722   |  17.16    |  26.91    |  38.74    |
|  1361     |  0.523    |  3.548    |  19.87    |  17.96    |  0.4076   |  22.76    |  31.56    |  38.16    |
|  1362     |  0.5276   |  4.099    |  16.14    |  12.58    |  0.5742   |  14.72    |  27.59    |  55.51    |
|  1363     |  0.512    |  5.613    |  11.68    |  13.32    |  0.1854   |  17.45    |  32.12    |  49.48    |
|  1364     |  0.4892   |  7.059    |  6.117    |  11.71    |  0.2701   |  10.11    |  28.35    |  46.47    |
|  1365     |  0.5158   |  7.004    |  9.073    |  8.899    |  0.4138   |  10.6     |  28.77    |  44.0     |
|  1366     |  0.5189   |  4.261    |  13.5     |  19.34    |  0.4941   |  20.51    |  24.6     |  37.79    |
|  1367     |  0.5148   |  2.46     |  20.0     |  13.7     |  0.4058   |  20.95    |  27.6     |  40.45    |
|  1368     |  0.5127   |  3.186    |  17.22    |  10.65    |  0.2483   |  14.08    |  26.16    |  53.23    |
|  1369     |  0.5124   |  2.041    |  15.3     |  16.01    |  0.1935   |  21.94    |  24.59    |  36.35    |
|  1370     |  0.5167   |  2.276    |  13.77    |  18.3     |  0.245    |  19.85    |  30.34    |  38.33    |
|  1371     |  0.5103   |  3.886    |  14.05    |  11.3     |  0.3295   |  27.72    |  32.33    |  33.83    |
|  1372     |  0.5199   |  8.552    |  15.03    |  16.86    |  0.3928   |  20.15    |  33.3     |  51.85    |
|  1373     |  0.5269   |  2.831    |  14.44    |  11.65    |  0.4389   |  13.57    |  26.61    |  50.18    |
|  1374     |  0.5233   |  4.823    |  16.32    |  17.8     |  0.5243   |  20.44    |  33.61    |  48.66    |
|  1375     |  0.5204   |  2.643    |  16.07    |  18.05    |  0.4808   |  13.64    |  30.07    |  45.24    |
|  1376     |  0.5141   |  5.343    |  12.9     |  15.49    |  0.2134   |  21.09    |  29.73    |  43.62    |
|  1377     |  0.5206   |  7.296    |  13.63    |  16.97    |  0.2541   |  21.97    |  30.21    |  38.3     |
|  1378     |  0.5176   |  7.352    |  8.301    |  10.32    |  0.4912   |  11.25    |  30.1     |  46.67    |
|  1379     |  0.5224   |  3.222    |  12.59    |  14.27    |  0.3728   |  21.85    |  35.06    |  49.26    |
|  1380     |  0.5211   |  8.505    |  16.06    |  16.94    |  0.5824   |  20.72    |  30.39    |  50.12    |
|  1381     |  0.525    |  5.268    |  17.47    |  11.44    |  0.3919   |  13.96    |  29.59    |  51.91    |
|  1382     |  0.5211   |  3.165    |  11.13    |  14.57    |  0.3773   |  19.42    |  31.61    |  47.42    |
|  1383     |  0.5179   |  3.764    |  16.82    |  10.96    |  0.6      |  14.35    |  28.98    |  54.35    |
|  1384     |  0.5126   |  7.207    |  13.46    |  11.24    |  0.2542   |  34.7     |  26.24    |  41.73    |
|  1385     |  0.5188   |  5.663    |  13.51    |  18.22    |  0.2762   |  20.36    |  32.35    |  49.78    |
|  1386     |  0.5168   |  5.528    |  16.87    |  14.05    |  0.2459   |  20.36    |  26.25    |  41.79    |
|  1387     |  0.5117   |  8.336    |  19.76    |  7.711    |  0.2687   |  16.72    |  34.04    |  45.97    |
|  1388     |  0.5158   |  8.08     |  14.01    |  18.46    |  0.3371   |  20.05    |  34.14    |  40.44    |
|  1389     |  0.5267   |  2.718    |  11.47    |  12.1     |  0.4178   |  13.38    |  27.55    |  46.93    |
|  1390     |  0.5287   |  2.405    |  18.1     |  10.83    |  0.6      |  20.36    |  28.59    |  39.1     |
|  1391     |  0.5267   |  7.433    |  15.22    |  16.11    |  0.4875   |  17.01    |  32.29    |  46.73    |
|  1392     |  0.5194   |  7.334    |  13.76    |  18.06    |  0.6      |  19.55    |  37.14    |  41.6     |
|  1393     |  0.5234   |  5.879    |  14.86    |  17.22    |  0.4549   |  15.21    |  31.49    |  50.41    |
|  1394     |  0.5215   |  8.316    |  10.94    |  15.7     |  0.6      |  41.24    |  25.68    |  25.42    |
|  1395     |  0.5235   |  6.861    |  11.3     |  18.5     |  0.4449   |  17.54    |  33.79    |  43.78    |
|  1396     |  0.5229   |  3.627    |  12.74    |  16.36    |  0.3943   |  19.62    |  22.64    |  36.73    |
|  1397     |  0.522    |  5.576    |  16.46    |  14.43    |  0.4798   |  29.34    |  28.78    |  36.53    |
|  1398     |  0.5247   |  5.079    |  9.979    |  10.71    |  0.536    |  18.52    |  27.1     |  46.91    |
|  1399     |  0.4976   |  3.57     |  17.91    |  8.599    |  0.3122   |  21.55    |  25.11    |  40.36    |
|  1400     |  0.5239   |  3.435    |  14.09    |  13.82    |  0.6      |  17.29    |  28.69    |  43.59    |
|  1401     |  0.5191   |  5.492    |  19.96    |  19.81    |  0.3272   |  19.32    |  31.9     |  37.95    |
|  1402     |  0.5356   |  4.2      |  13.94    |  6.161    |  0.6      |  23.64    |  24.25    |  40.1     |
|  1403     |  0.5245   |  7.141    |  13.34    |  17.83    |  0.5722   |  21.44    |  30.03    |  40.49    |
|  1404     |  0.5149   |  4.203    |  16.45    |  11.41    |  0.329    |  13.68    |  28.69    |  51.63    |
|  1405     |  0.5191   |  2.754    |  13.27    |  9.674    |  0.2575   |  11.17    |  28.4     |  50.28    |
|  1406     |  0.51     |  5.995    |  15.17    |  19.98    |  0.1644   |  19.96    |  29.51    |  37.36    |
|  1407     |  0.5307   |  4.668    |  14.73    |  14.3     |  0.6      |  26.15    |  28.97    |  35.61    |
|  1408     |  0.5237   |  3.625    |  14.97    |  10.71    |  0.4455   |  27.7     |  31.0     |  33.15    |
|  1409     |  0.519    |  9.847    |  12.61    |  16.26    |  0.3631   |  20.34    |  35.61    |  47.65    |
|  1410     |  0.5152   |  7.774    |  15.23    |  11.76    |  0.3048   |  35.81    |  22.95    |  39.77    |
|  1411     |  0.5284   |  3.051    |  10.69    |  15.05    |  0.6      |  21.0     |  34.19    |  48.7     |
|  1412     |  0.5266   |  6.647    |  12.2     |  15.23    |  0.5121   |  39.08    |  25.88    |  24.29    |
|  1413     |  0.5218   |  5.196    |  19.5     |  17.86    |  0.6      |  21.29    |  31.89    |  39.02    |
|  1414     |  0.5251   |  2.242    |  10.54    |  12.99    |  0.4964   |  20.2     |  31.9     |  50.15    |
|  1415     |  0.5242   |  9.63     |  13.89    |  16.68    |  0.3708   |  19.2     |  32.13    |  41.78    |
|  1416     |  0.5179   |  2.364    |  11.15    |  15.33    |  0.3776   |  18.82    |  22.48    |  36.74    |
|  1417     |  0.5177   |  3.076    |  14.76    |  12.18    |  0.4746   |  15.55    |  27.85    |  54.32    |
|  1418     |  0.5273   |  8.557    |  9.161    |  14.97    |  0.5147   |  18.75    |  36.36    |  49.67    |
|  1419     |  0.5209   |  8.658    |  17.33    |  15.51    |  0.526    |  15.9     |  31.86    |  47.77    |
|  1420     |  0.5171   |  2.746    |  16.15    |  13.96    |  0.5166   |  13.84    |  28.37    |  54.4     |
|  1421     |  0.5153   |  6.135    |  14.29    |  13.95    |  0.4885   |  23.88    |  30.68    |  34.18    |
|  1422     |  0.5258   |  7.227    |  11.68    |  14.73    |  0.6      |  40.34    |  26.77    |  25.82    |
|  1423     |  0.5253   |  5.541    |  14.03    |  12.68    |  0.3898   |  18.21    |  31.82    |  47.55    |
|  1424     |  0.5141   |  3.907    |  16.39    |  13.93    |  0.541    |  19.19    |  27.97    |  38.66    |
|  1425     |  0.5269   |  10.0     |  16.55    |  16.36    |  0.6      |  16.52    |  37.59    |  45.01    |
|  1426     |  0.5111   |  3.259    |  15.16    |  12.26    |  0.1768   |  11.72    |  29.76    |  50.01    |
|  1427     |  0.5259   |  8.093    |  16.81    |  18.98    |  0.5214   |  14.25    |  31.54    |  51.39    |
|  1428     |  0.527    |  4.325    |  14.49    |  13.7     |  0.6      |  27.48    |  27.88    |  35.96    |
|  1429     |  0.525    |  7.78     |  15.58    |  15.89    |  0.6      |  18.25    |  32.08    |  48.59    |
|  1430     |  0.5166   |  8.486    |  11.16    |  16.67    |  0.4958   |  18.41    |  36.69    |  45.6     |
|  1431     |  0.5314   |  4.761    |  12.91    |  19.36    |  0.6      |  21.27    |  28.9     |  38.05    |
|  1432     |  0.5262   |  4.443    |  15.32    |  14.82    |  0.5551   |  18.14    |  26.01    |  36.5     |
|  1433     |  0.5174   |  2.135    |  13.24    |  14.15    |  0.3792   |  13.32    |  29.39    |  46.65    |
|  1434     |  0.5109   |  7.011    |  8.35     |  15.36    |  0.3656   |  17.98    |  36.53    |  48.19    |
|  1435     |  0.5284   |  8.215    |  17.15    |  19.24    |  0.5114   |  18.82    |  34.23    |  50.35    |
|  1436     |  0.5134   |  6.57     |  11.2     |  14.8     |  0.321    |  42.23    |  23.62    |  27.4     |
|  1437     |  0.5166   |  5.482    |  14.96    |  15.29    |  0.2717   |  18.44    |  31.39    |  40.63    |
|  1438     |  0.5176   |  9.991    |  11.4     |  18.55    |  0.3964   |  18.41    |  34.29    |  45.98    |
|  1439     |  0.5139   |  5.424    |  12.8     |  15.35    |  0.3121   |  20.04    |  35.43    |  48.55    |
|  1440     |  0.5164   |  4.846    |  13.04    |  17.5     |  0.2292   |  21.36    |  30.13    |  39.71    |
|  1441     |  0.521    |  2.28     |  13.77    |  13.35    |  0.3717   |  11.44    |  27.72    |  48.44    |
|  1442     |  0.5188   |  9.351    |  17.4     |  15.1     |  0.3434   |  18.23    |  34.17    |  48.37    |
|  1443     |  0.5149   |  6.348    |  16.08    |  15.83    |  0.2322   |  17.5     |  35.22    |  48.6     |
|  1444     |  0.5189   |  2.586    |  11.78    |  13.51    |  0.3943   |  19.12    |  25.62    |  35.67    |
|  1445     |  0.5175   |  5.77     |  19.11    |  19.96    |  0.4758   |  20.57    |  34.73    |  38.65    |
|  1446     |  0.5284   |  4.261    |  10.44    |  10.25    |  0.5921   |  17.69    |  26.84    |  48.42    |
|  1447     |  0.5131   |  4.289    |  13.8     |  14.32    |  0.206    |  25.18    |  28.99    |  34.55    |
|  1448     |  0.5236   |  4.217    |  13.67    |  12.47    |  0.5469   |  13.29    |  28.3     |  45.72    |
|  1449     |  0.514    |  4.613    |  19.21    |  19.08    |  0.5139   |  23.55    |  34.25    |  38.75    |
|  1450     |  0.5346   |  2.0      |  9.953    |  14.14    |  0.6      |  20.6     |  33.6     |  50.97    |
|  1451     |  0.523    |  4.382    |  17.36    |  16.27    |  0.4243   |  20.94    |  28.19    |  40.39    |
|  1452     |  0.5265   |  5.004    |  12.75    |  14.42    |  0.4396   |  21.55    |  33.83    |  51.91    |
|  1453     |  0.5248   |  4.761    |  12.03    |  14.76    |  0.4679   |  40.4     |  25.13    |  35.86    |
|  1454     |  0.5189   |  8.133    |  12.35    |  16.07    |  0.2825   |  16.31    |  33.31    |  46.82    |
|  1455     |  0.5293   |  5.104    |  19.54    |  9.662    |  0.5407   |  14.93    |  28.67    |  51.3     |
|  1456     |  0.5175   |  6.107    |  13.34    |  7.561    |  0.2304   |  24.38    |  25.06    |  39.63    |
|  1457     |  0.5112   |  5.597    |  18.86    |  9.31     |  0.1814   |  12.8     |  28.5     |  52.66    |
