"C:\Users\korna\Documents\Учёба\Проектная практика\TrackingOptimization\venv\Scripts\python.exe" "C:/Users/korna/Documents/Учёба/Проектная практика/TrackingOptimization/main.py"
OpenCV v4.1.0

|   iter    |  target   | maxLevel  | maxMed... | points... | termCr... | termCr... |  winSize  | winSiz... |
|  471      |  0.513    |  6.682    |  18.15    |  16.8     |  0.3571   |  22.47    |  33.78    |  43.69    |
|  472      |  0.5105   |  7.738    |  15.54    |  15.79    |  0.1712   |  22.94    |  35.7     |  47.39    |
|  473      |  0.5255   |  3.985    |  11.64    |  13.7     |  0.6      |  39.7     |  25.07    |  33.11    |
|  474      |  0.5127   |  5.573    |  18.35    |  16.61    |  0.3254   |  12.53    |  41.42    |  45.43    |
|  475      |  0.5125   |  9.896    |  17.14    |  19.62    |  0.5009   |  22.66    |  38.72    |  43.0     |
|  476      |  0.5221   |  8.431    |  17.36    |  17.88    |  0.5432   |  19.25    |  38.73    |  45.51    |
|  477      |  0.5188   |  2.994    |  9.13     |  16.23    |  0.3284   |  38.25    |  24.82    |  32.62    |
|  478      |  0.5018   |  6.955    |  17.07    |  17.2     |  0.1633   |  17.08    |  45.94    |  44.79    |
|  479      |  0.5259   |  4.176    |  15.97    |  6.555    |  0.5992   |  47.97    |  51.98    |  58.39    |
|  480      |  0.5128   |  4.487    |  16.52    |  19.93    |  0.2357   |  20.96    |  38.39    |  43.97    |
|  481      |  0.5308   |  4.073    |  11.79    |  15.69    |  0.6      |  39.58    |  24.29    |  33.02    |
|  482      |  0.5141   |  6.582    |  16.08    |  17.59    |  0.5845   |  19.49    |  39.99    |  47.49    |
|  483      |  0.5193   |  7.007    |  15.93    |  16.42    |  0.5763   |  21.1     |  34.84    |  43.08    |
|  484      |  0.5129   |  2.716    |  12.3     |  14.88    |  0.15     |  39.21    |  24.18    |  33.57    |
|  485      |  0.5124   |  5.642    |  14.24    |  19.68    |  0.2494   |  18.4     |  41.07    |  42.0     |
|  486      |  0.5253   |  5.076    |  13.14    |  16.11    |  0.5365   |  41.57    |  22.96    |  34.34    |
|  487      |  0.5159   |  8.798    |  12.61    |  14.14    |  0.3505   |  47.86    |  26.56    |  27.81    |
|  488      |  0.5184   |  5.874    |  14.12    |  15.93    |  0.263    |  39.03    |  25.73    |  35.43    |
|  489      |  0.516    |  6.997    |  15.91    |  17.68    |  0.417    |  14.79    |  41.51    |  48.55    |
|  490      |  0.5272   |  5.804    |  12.55    |  15.42    |  0.6      |  39.95    |  24.39    |  33.27    |
|  491      |  0.5119   |  5.638    |  17.25    |  6.121    |  0.4886   |  48.19    |  51.19    |  61.29    |
|  492      |  0.5072   |  9.648    |  16.46    |  17.29    |  0.2022   |  23.91    |  34.5     |  46.11    |
|  493      |  0.5191   |  3.767    |  9.585    |  16.59    |  0.5449   |  39.4     |  24.96    |  35.52    |
|  494      |  0.5218   |  7.3      |  12.23    |  17.31    |  0.4751   |  42.27    |  23.51    |  31.09    |
|  495      |  0.5006   |  7.975    |  18.12    |  15.68    |  0.1852   |  15.25    |  42.98    |  48.35    |
|  496      |  0.518    |  7.042    |  12.4     |  18.63    |  0.5914   |  22.1     |  39.45    |  47.26    |
|  497      |  0.5147   |  5.798    |  11.35    |  17.32    |  0.3662   |  44.39    |  23.33    |  28.67    |
|  498      |  0.5145   |  6.867    |  15.1     |  17.82    |  0.4033   |  23.52    |  38.36    |  49.0     |
|  499      |  0.5175   |  8.099    |  13.69    |  17.39    |  0.5788   |  47.71    |  24.6     |  30.68    |
|  500      |  0.5054   |  6.225    |  10.93    |  8.365    |  0.2641   |  49.56    |  18.06    |  48.44    |
|  501      |  0.5189   |  3.135    |  14.63    |  17.14    |  0.4835   |  42.44    |  24.49    |  32.23    |
|  502      |  0.523    |  9.266    |  11.32    |  17.52    |  0.4877   |  43.48    |  24.57    |  28.1     |
|  503      |  0.5156   |  7.258    |  9.718    |  19.24    |  0.2408   |  43.28    |  26.03    |  29.05    |
|  504      |  0.5205   |  5.409    |  16.53    |  18.94    |  0.4215   |  22.36    |  35.92    |  42.4     |
|  505      |  0.5089   |  7.113    |  14.85    |  19.68    |  0.3299   |  20.18    |  39.67    |  48.72    |
|  506      |  0.5166   |  6.584    |  11.38    |  16.81    |  0.4108   |  40.06    |  24.32    |  31.14    |
|  507      |  0.5114   |  7.51     |  17.81    |  15.49    |  0.3292   |  19.0     |  36.72    |  41.95    |
|  508      |  0.5143   |  8.917    |  15.04    |  17.92    |  0.4865   |  12.93    |  40.41    |  47.03    |
|  509      |  0.5164   |  4.413    |  14.06    |  16.97    |  0.3227   |  41.46    |  25.07    |  32.07    |
|  510      |  0.5236   |  8.952    |  13.48    |  17.93    |  0.397    |  18.4     |  36.33    |  46.29    |
|  511      |  0.5141   |  4.297    |  13.07    |  16.27    |  0.4127   |  42.83    |  23.76    |  32.08    |
|  512      |  0.5302   |  8.563    |  11.32    |  17.64    |  0.6      |  44.38    |  24.15    |  30.48    |
|  513      |  0.5096   |  6.369    |  16.41    |  19.22    |  0.3682   |  23.65    |  33.17    |  45.52    |
|  514      |  0.5144   |  8.914    |  19.59    |  16.3     |  0.3405   |  22.09    |  35.6     |  44.86    |
|  515      |  0.5293   |  9.039    |  15.96    |  19.38    |  0.5402   |  16.66    |  40.21    |  41.49    |
|  516      |  0.5271   |  7.483    |  16.04    |  15.89    |  0.6      |  15.86    |  39.61    |  46.96    |
|  517      |  0.5267   |  4.442    |  16.69    |  5.0      |  0.6      |  47.94    |  51.11    |  57.48    |
|  518      |  0.5224   |  9.502    |  13.17    |  19.34    |  0.5572   |  17.51    |  34.5     |  45.14    |
|  519      |  0.5304   |  7.174    |  16.37    |  19.4     |  0.5225   |  20.69    |  40.25    |  42.43    |
|  520      |  0.5152   |  6.486    |  11.12    |  13.95    |  0.1659   |  39.14    |  22.66    |  33.47    |
|  521      |  0.5242   |  4.578    |  12.94    |  14.33    |  0.4622   |  40.25    |  24.27    |  38.64    |
|  522      |  0.5207   |  8.402    |  12.89    |  16.68    |  0.6      |  44.77    |  23.53    |  31.61    |
|  523      |  0.51     |  4.602    |  16.0     |  5.0      |  0.15     |  48.87    |  50.98    |  59.04    |
|  524      |  0.5173   |  7.757    |  17.92    |  19.88    |  0.5479   |  20.25    |  39.74    |  44.03    |
|  525      |  0.5134   |  9.366    |  15.66    |  16.63    |  0.2599   |  14.71    |  37.8     |  47.92    |
|  526      |  0.5305   |  7.082    |  11.39    |  16.46    |  0.5869   |  45.54    |  23.85    |  33.79    |
|  527      |  0.5217   |  6.519    |  15.75    |  17.78    |  0.5212   |  20.98    |  34.73    |  47.1     |
|  528      |  0.5215   |  8.335    |  14.72    |  18.23    |  0.4226   |  15.53    |  39.67    |  40.95    |
|  529      |  0.5139   |  6.511    |  15.26    |  18.71    |  0.2731   |  20.72    |  36.77    |  45.33    |
|  530      |  0.5268   |  5.121    |  11.88    |  16.34    |  0.6      |  39.49    |  23.77    |  35.0     |
|  531      |  0.5204   |  5.104    |  10.78    |  15.72    |  0.6      |  39.26    |  25.63    |  33.52    |
|  532      |  0.5269   |  9.203    |  15.78    |  18.21    |  0.4566   |  19.96    |  33.08    |  41.43    |
|  533      |  0.5127   |  8.492    |  13.05    |  19.34    |  0.1929   |  43.36    |  26.35    |  30.57    |
|  534      |  0.5281   |  6.921    |  14.46    |  18.75    |  0.5999   |  19.03    |  37.75    |  39.92    |
|  535      |  0.5114   |  8.343    |  13.07    |  19.72    |  0.4965   |  16.5     |  38.61    |  40.26    |
|  536      |  0.5169   |  7.664    |  10.05    |  17.28    |  0.3035   |  42.55    |  23.49    |  33.0     |
|  537      |  0.4913   |  4.647    |  15.77    |  7.848    |  0.1886   |  48.92    |  53.95    |  58.46    |
|  538      |  0.5224   |  8.17     |  16.69    |  18.83    |  0.6      |  21.18    |  34.24    |  43.91    |
|  539      |  0.5141   |  8.752    |  11.23    |  19.67    |  0.3725   |  18.64    |  37.97    |  45.84    |
|  540      |  0.5185   |  7.778    |  16.07    |  17.5     |  0.588    |  15.56    |  35.35    |  46.63    |
|  541      |  0.5287   |  5.579    |  15.45    |  19.68    |  0.5501   |  21.5     |  36.14    |  39.91    |
|  542      |  0.511    |  6.307    |  13.33    |  17.28    |  0.1651   |  16.43    |  36.27    |  44.86    |
|  543      |  0.5182   |  8.451    |  14.92    |  18.21    |  0.3673   |  22.76    |  35.53    |  41.05    |
|  544      |  0.5093   |  8.257    |  12.0     |  16.84    |  0.2151   |  45.02    |  23.87    |  36.54    |
|  545      |  0.5207   |  9.265    |  15.32    |  17.6     |  0.3933   |  19.6     |  40.2     |  42.14    |
|  546      |  0.5178   |  6.446    |  16.77    |  5.211    |  0.3853   |  46.97    |  51.68    |  57.31    |
|  547      |  0.5291   |  9.126    |  10.83    |  16.27    |  0.5783   |  41.69    |  24.8     |  26.47    |
|  548      |  0.5193   |  6.599    |  17.6     |  15.97    |  0.5703   |  16.6     |  38.56    |  43.97    |
|  549      |  0.5123   |  5.552    |  14.93    |  14.04    |  0.3589   |  15.16    |  40.32    |  46.42    |
|  550      |  0.5262   |  7.236    |  16.05    |  19.53    |  0.6      |  20.28    |  37.7     |  41.05    |
|  551      |  0.511    |  6.639    |  17.38    |  18.73    |  0.2079   |  20.82    |  41.54    |  40.92    |
|  552      |  0.5276   |  9.392    |  17.99    |  15.21    |  0.598    |  16.43    |  36.33    |  45.14    |
|  553      |  0.518    |  3.439    |  13.95    |  17.95    |  0.4132   |  41.96    |  25.67    |  36.63    |
|  554      |  0.5082   |  5.424    |  14.37    |  9.301    |  0.4944   |  39.56    |  18.77    |  34.44    |
|  555      |  0.5145   |  8.466    |  16.68    |  18.74    |  0.3248   |  19.09    |  33.47    |  43.71    |
|  556      |  0.5175   |  9.109    |  15.0     |  18.03    |  0.2428   |  15.69    |  34.25    |  40.34    |
|  557      |  0.5108   |  5.598    |  15.4     |  19.82    |  0.2275   |  19.07    |  36.67    |  39.82    |
|  558      |  0.524    |  4.509    |  15.56    |  17.18    |  0.4447   |  21.94    |  36.25    |  40.39    |
|  559      |  0.5298   |  7.865    |  12.81    |  17.78    |  0.5411   |  20.23    |  36.55    |  40.13    |
|  560      |  0.4966   |  4.393    |  14.87    |  6.002    |  0.2707   |  47.44    |  51.42    |  56.02    |
|  561      |  0.5107   |  6.794    |  14.79    |  15.95    |  0.1803   |  16.91    |  35.98    |  39.89    |
|  562      |  0.5225   |  7.016    |  15.75    |  18.25    |  0.4936   |  17.49    |  38.16    |  43.37    |
|  563      |  0.5258   |  4.377    |  13.91    |  15.69    |  0.6      |  40.4     |  23.74    |  36.4     |
|  564      |  0.5301   |  6.537    |  14.34    |  17.92    |  0.6      |  21.06    |  37.53    |  40.41    |
|  565      |  0.5174   |  6.02     |  15.55    |  14.74    |  0.4776   |  22.02    |  36.26    |  38.37    |
|  566      |  0.5192   |  8.166    |  14.73    |  19.52    |  0.3132   |  16.48    |  35.9     |  43.35    |
|  567      |  0.5275   |  8.752    |  14.71    |  18.14    |  0.6      |  19.35    |  36.12    |  41.07    |
|  568      |  0.5179   |  4.971    |  15.65    |  18.76    |  0.376    |  39.8     |  23.92    |  33.6     |
|  569      |  0.5202   |  6.327    |  14.6     |  16.68    |  0.6      |  13.19    |  42.37    |  45.69    |
|  570      |  0.5208   |  7.199    |  14.9     |  17.88    |  0.6      |  20.67    |  35.63    |  39.25    |
|  571      |  0.5129   |  7.907    |  8.862    |  17.44    |  0.453    |  43.47    |  25.07    |  26.1     |
|  572      |  0.5213   |  10.0     |  16.97    |  17.36    |  0.6      |  20.82    |  34.79    |  41.58    |
|  573      |  0.5175   |  9.335    |  17.33    |  13.6     |  0.4805   |  17.18    |  38.0     |  45.73    |
|  574      |  0.5377   |  4.785    |  12.24    |  14.2     |  0.6      |  39.49    |  24.91    |  36.22    |
|  575      |  0.5229   |  10.0     |  15.08    |  18.87    |  0.6      |  16.72    |  38.85    |  43.02    |
|  576      |  0.5257   |  7.967    |  15.2     |  18.51    |  0.4675   |  18.5     |  38.86    |  39.84    |
|  577      |  0.5229   |  9.942    |  13.34    |  14.9     |  0.5816   |  18.91    |  35.36    |  41.64    |
|  578      |  0.5184   |  3.854    |  12.4     |  14.92    |  0.6      |  39.91    |  25.97    |  36.77    |
|  579      |  0.5247   |  6.114    |  12.41    |  14.2     |  0.6      |  39.42    |  24.02    |  36.68    |
|  580      |  0.5218   |  3.745    |  16.55    |  16.58    |  0.5981   |  14.93    |  41.49    |  44.28    |
|  581      |  0.5202   |  8.886    |  16.73    |  13.4     |  0.46     |  21.29    |  34.87    |  42.45    |
|  582      |  0.5278   |  8.026    |  13.82    |  19.16    |  0.6      |  20.23    |  38.54    |  41.18    |
|  583      |  0.5138   |  9.243    |  13.03    |  15.63    |  0.1542   |  21.85    |  32.75    |  43.2     |
|  584      |  0.5241   |  9.791    |  15.4     |  16.52    |  0.6      |  17.41    |  35.68    |  44.28    |
|  585      |  0.5199   |  9.91     |  13.6     |  13.64    |  0.322    |  21.23    |  35.85    |  40.16    |
|  586      |  0.5134   |  9.937    |  15.28    |  19.1     |  0.4664   |  16.98    |  34.37    |  43.48    |
|  587      |  0.5166   |  9.27     |  17.2     |  16.21    |  0.4048   |  14.16    |  36.2     |  43.48    |
|  588      |  0.5134   |  2.64     |  10.93    |  18.93    |  0.3876   |  39.35    |  24.33    |  34.84    |
|  589      |  0.5201   |  6.411    |  12.17    |  16.25    |  0.4401   |  19.23    |  36.15    |  43.05    |
|  590      |  0.5252   |  8.775    |  12.95    |  17.77    |  0.6      |  19.31    |  34.65    |  42.33    |
|  591      |  0.5096   |  6.565    |  16.51    |  15.42    |  0.1636   |  19.17    |  36.15    |  45.14    |
|  592      |  0.5124   |  7.579    |  18.17    |  16.59    |  0.271    |  17.19    |  36.73    |  45.84    |
|  593      |  0.5294   |  9.13     |  14.5     |  16.16    |  0.6      |  19.92    |  33.82    |  40.62    |
|  594      |  0.5206   |  9.875    |  17.15    |  18.94    |  0.3406   |  16.02    |  37.89    |  42.04    |
|  595      |  0.5134   |  8.728    |  9.842    |  14.26    |  0.2861   |  44.97    |  26.19    |  24.42    |
|  596      |  0.5085   |  10.0     |  13.23    |  17.34    |  0.15     |  19.51    |  34.91    |  39.85    |
|  597      |  0.5209   |  3.44     |  16.35    |  19.56    |  0.4998   |  22.69    |  39.37    |  40.59    |
|  598      |  0.5176   |  7.253    |  14.86    |  16.78    |  0.4076   |  17.45    |  39.06    |  42.45    |
|  599      |  0.5248   |  3.644    |  13.76    |  18.3     |  0.5449   |  20.61    |  33.75    |  41.09    |
|  600      |  0.5157   |  9.409    |  13.42    |  16.44    |  0.4434   |  19.88    |  37.07    |  44.33    |
|  601      |  0.5208   |  5.769    |  12.89    |  14.91    |  0.519    |  21.38    |  37.37    |  41.87    |
|  602      |  0.5104   |  9.65     |  15.99    |  16.22    |  0.2752   |  18.77    |  33.94    |  41.19    |
|  603      |  0.5184   |  8.148    |  10.69    |  16.13    |  0.3298   |  47.43    |  25.14    |  35.0     |
|  604      |  0.5182   |  4.666    |  17.09    |  15.91    |  0.4772   |  20.57    |  33.52    |  40.4     |
|  605      |  0.5158   |  6.023    |  14.09    |  16.64    |  0.2679   |  20.69    |  38.51    |  39.87    |
|  606      |  0.5285   |  6.192    |  13.38    |  18.36    |  0.6      |  20.64    |  35.46    |  41.34    |
|  607      |  0.5234   |  8.563    |  10.59    |  16.38    |  0.6      |  41.57    |  23.18    |  28.14    |
|  608      |  0.5203   |  9.464    |  11.4     |  18.53    |  0.489    |  43.33    |  22.61    |  30.21    |
|  609      |  0.5275   |  7.92     |  13.57    |  17.98    |  0.6      |  19.63    |  33.8     |  45.16    |
|  610      |  0.5249   |  6.655    |  13.17    |  19.89    |  0.4582   |  20.6     |  32.73    |  41.51    |
|  611      |  0.5147   |  6.312    |  11.11    |  17.45    |  0.2988   |  21.79    |  36.5     |  39.88    |
|  612      |  0.5325   |  5.595    |  12.57    |  18.27    |  0.4532   |  21.99    |  33.84    |  43.97    |
|  613      |  0.5099   |  3.046    |  14.44    |  19.6     |  0.1745   |  17.96    |  33.31    |  44.29    |
|  614      |  0.5212   |  6.354    |  13.35    |  17.25    |  0.6      |  20.73    |  32.99    |  42.33    |
|  615      |  0.5275   |  9.215    |  9.544    |  15.34    |  0.4233   |  41.43    |  25.46    |  25.2     |
|  616      |  0.5148   |  6.035    |  14.59    |  18.96    |  0.2933   |  22.29    |  32.75    |  41.72    |
|  617      |  0.5195   |  6.396    |  12.11    |  19.58    |  0.6      |  20.38    |  34.07    |  44.0     |
|  618      |  0.5229   |  5.823    |  15.54    |  18.42    |  0.4728   |  21.29    |  37.27    |  41.57    |
|  619      |  0.5194   |  9.407    |  14.62    |  16.9     |  0.3849   |  15.19    |  33.85    |  44.76    |
|  620      |  0.5296   |  3.956    |  12.57    |  17.7     |  0.6      |  22.1     |  34.94    |  42.96    |
|  621      |  0.5087   |  4.533    |  11.15    |  12.04    |  0.3774   |  39.79    |  24.74    |  35.79    |
|  622      |  0.5206   |  4.211    |  10.68    |  15.61    |  0.5774   |  20.9     |  31.96    |  45.58    |
|  623      |  0.5147   |  6.753    |  10.27    |  19.15    |  0.2336   |  45.94    |  25.6     |  30.72    |
|  624      |  0.5197   |  6.885    |  10.73    |  17.44    |  0.2656   |  21.77    |  32.28    |  45.56    |
|  625      |  0.5302   |  9.165    |  12.93    |  16.23    |  0.6      |  18.09    |  33.86    |  45.38    |
|  626      |  0.5176   |  7.271    |  11.16    |  18.81    |  0.4062   |  17.13    |  30.75    |  46.08    |
|  627      |  0.5263   |  8.151    |  13.85    |  17.92    |  0.6      |  18.84    |  31.98    |  41.11    |
|  628      |  0.5312   |  8.125    |  12.66    |  16.9     |  0.6      |  17.85    |  32.43    |  43.83    |
|  629      |  0.5147   |  6.36     |  11.0     |  15.03    |  0.3089   |  15.61    |  31.34    |  44.65    |
|  630      |  0.5236   |  6.784    |  12.27    |  16.22    |  0.6      |  18.88    |  32.93    |  45.63    |
|  631      |  0.5157   |  8.985    |  14.78    |  20.0     |  0.6      |  23.64    |  39.51    |  47.24    |
|  632      |  0.51     |  2.827    |  11.97    |  19.13    |  0.3519   |  20.93    |  31.46    |  45.71    |
|  633      |  0.5214   |  9.455    |  17.84    |  17.99    |  0.492    |  22.0     |  33.65    |  40.35    |
|  634      |  0.5297   |  4.375    |  12.86    |  14.36    |  0.6      |  38.23    |  24.28    |  36.32    |
|  635      |  0.5219   |  7.156    |  10.36    |  19.7     |  0.3282   |  18.12    |  32.04    |  42.89    |
|  636      |  0.5209   |  9.093    |  11.8     |  14.94    |  0.3967   |  42.41    |  23.78    |  25.83    |
|  637      |  0.5201   |  4.141    |  12.97    |  15.55    |  0.6      |  21.52    |  34.57    |  41.54    |
|  638      |  0.521    |  8.157    |  13.07    |  15.0     |  0.6      |  18.51    |  33.29    |  42.58    |
|  639      |  0.519    |  7.415    |  11.43    |  18.03    |  0.4231   |  41.23    |  26.27    |  24.49    |
|  640      |  0.5335   |  9.075    |  10.98    |  17.55    |  0.6      |  18.31    |  33.12    |  44.68    |
|  641      |  0.5094   |  9.21     |  16.09    |  19.69    |  0.2212   |  18.0     |  41.56    |  39.59    |
|  642      |  0.5327   |  7.517    |  10.75    |  15.12    |  0.6      |  40.56    |  25.68    |  26.51    |
|  643      |  0.5181   |  7.215    |  8.989    |  17.66    |  0.5067   |  19.24    |  35.96    |  43.7     |
|  644      |  0.5267   |  4.243    |  11.31    |  17.01    |  0.3944   |  19.94    |  30.4     |  40.49    |
|  645      |  0.531    |  4.649    |  12.69    |  14.5     |  0.5949   |  39.17    |  23.78    |  33.62    |
|  646      |  0.5076   |  5.519    |  10.37    |  12.89    |  0.2243   |  42.75    |  25.8     |  25.58    |
|  647      |  0.5093   |  7.634    |  12.67    |  15.5     |  0.2147   |  39.31    |  24.94    |  28.12    |
|  648      |  0.5141   |  6.66     |  11.87    |  17.27    |  0.2165   |  16.87    |  30.25    |  42.69    |
|  649      |  0.5111   |  4.442    |  9.341    |  16.59    |  0.1974   |  19.18    |  35.13    |  46.06    |
|  650      |  0.5134   |  3.041    |  17.98    |  5.89     |  0.5539   |  47.21    |  52.1     |  58.88    |
|  651      |  0.5169   |  8.047    |  11.08    |  15.43    |  0.271    |  41.4     |  28.9     |  25.76    |
|  652      |  0.5085   |  7.639    |  9.905    |  13.15    |  0.1853   |  39.48    |  26.96    |  28.19    |
|  653      |  0.5182   |  7.605    |  9.34     |  19.94    |  0.5256   |  19.85    |  34.8     |  41.24    |
|  654      |  0.5178   |  7.718    |  9.991    |  16.06    |  0.6      |  39.87    |  24.49    |  25.43    |
|  655      |  0.5133   |  7.179    |  10.33    |  17.86    |  0.1592   |  41.46    |  25.81    |  27.9     |
|  656      |  0.516    |  4.743    |  11.35    |  18.44    |  0.2275   |  19.52    |  34.36    |  42.05    |
|  657      |  0.5237   |  5.066    |  11.92    |  16.13    |  0.5212   |  23.57    |  32.01    |  47.35    |
|  658      |  0.5203   |  4.848    |  13.19    |  16.78    |  0.6      |  39.03    |  22.54    |  33.06    |
|  659      |  0.5251   |  3.651    |  11.98    |  15.31    |  0.4721   |  22.07    |  32.63    |  45.02    |
|  660      |  0.5274   |  9.419    |  11.38    |  15.31    |  0.5481   |  18.76    |  35.68    |  48.08    |
|  661      |  0.5219   |  8.925    |  10.07    |  17.1     |  0.5843   |  15.73    |  36.2     |  46.51    |
|  662      |  0.5147   |  7.667    |  11.46    |  18.42    |  0.2779   |  15.26    |  33.58    |  43.38    |
|  663      |  0.5131   |  8.137    |  11.97    |  18.73    |  0.4884   |  23.96    |  34.5     |  43.0     |
|  664      |  0.519    |  5.401    |  10.49    |  15.85    |  0.5996   |  22.89    |  33.55    |  49.78    |
|  665      |  0.5239   |  4.12     |  12.1     |  16.74    |  0.421    |  21.91    |  35.11    |  48.29    |
|  666      |  0.5201   |  8.206    |  11.29    |  12.54    |  0.3857   |  18.12    |  36.97    |  42.38    |
|  667      |  0.5223   |  9.985    |  9.872    |  15.0     |  0.533    |  43.64    |  25.28    |  27.59    |
|  668      |  0.5227   |  3.099    |  12.71    |  17.16    |  0.3783   |  22.52    |  33.02    |  46.77    |
|  669      |  0.5248   |  4.889    |  16.98    |  7.092    |  0.6      |  46.37    |  50.25    |  58.78    |
|  670      |  0.5222   |  9.124    |  11.08    |  15.97    |  0.5361   |  16.02    |  32.85    |  44.28    |
|  671      |  0.5231   |  4.844    |  11.74    |  17.06    |  0.6      |  22.98    |  34.51    |  45.32    |
|  672      |  0.5195   |  8.262    |  13.27    |  16.9     |  0.3617   |  19.3     |  34.15    |  47.36    |
|  673      |  0.5147   |  5.356    |  13.32    |  18.55    |  0.3548   |  20.74    |  33.6     |  45.19    |
|  674      |  0.5194   |  6.386    |  10.36    |  15.31    |  0.3365   |  18.96    |  32.06    |  43.98    |
|  675      |  0.5334   |  9.035    |  11.61    |  14.78    |  0.6      |  40.88    |  26.24    |  25.54    |
|  676      |  0.5187   |  9.473    |  12.47    |  18.36    |  0.6      |  19.2     |  31.8     |  44.02    |
|  677      |  0.5194   |  6.752    |  11.53    |  16.51    |  0.5825   |  18.9     |  28.62    |  39.18    |
|  678      |  0.5216   |  6.187    |  12.34    |  14.83    |  0.4389   |  20.05    |  37.39    |  48.33    |
|  679      |  0.526    |  3.17     |  12.63    |  14.44    |  0.5097   |  20.45    |  33.11    |  47.85    |
|  680      |  0.5129   |  2.861    |  14.21    |  13.26    |  0.2163   |  22.88    |  31.68    |  45.84    |
|  681      |  0.5272   |  3.204    |  13.34    |  13.73    |  0.4777   |  18.43    |  33.13    |  49.51    |
|  682      |  0.5258   |  2.482    |  12.52    |  14.68    |  0.4166   |  20.35    |  36.41    |  49.44    |
|  683      |  0.5134   |  7.926    |  13.04    |  15.34    |  0.4941   |  18.77    |  38.08    |  49.37    |
|  684      |  0.5092   |  6.28     |  13.14    |  13.17    |  0.153    |  16.44    |  34.64    |  46.54    |
|  685      |  0.5137   |  7.656    |  9.756    |  14.9     |  0.3175   |  18.32    |  31.92    |  46.73    |
|  686      |  0.5165   |  2.886    |  14.09    |  13.88    |  0.3284   |  19.13    |  33.92    |  51.75    |
|  687      |  0.5104   |  4.126    |  15.42    |  17.43    |  0.4067   |  15.66    |  41.95    |  47.35    |
|  688      |  0.5202   |  6.979    |  13.62    |  13.79    |  0.3131   |  19.87    |  33.54    |  40.88    |
|  689      |  0.5217   |  4.039    |  13.76    |  19.26    |  0.4842   |  20.27    |  28.46    |  41.36    |
|  690      |  0.5138   |  7.503    |  15.62    |  16.07    |  0.1775   |  20.91    |  32.8     |  39.33    |
|  691      |  0.5171   |  3.742    |  9.164    |  17.9     |  0.2395   |  19.43    |  30.67    |  38.7     |
|  692      |  0.5206   |  3.842    |  14.87    |  13.39    |  0.5567   |  22.12    |  34.49    |  48.93    |
|  693      |  0.526    |  3.967    |  13.91    |  15.21    |  0.4734   |  20.02    |  29.03    |  40.11    |
|  694      |  0.5112   |  9.253    |  11.59    |  11.89    |  0.2313   |  19.77    |  38.1     |  46.32    |
|  695      |  0.5132   |  4.666    |  11.74    |  14.82    |  0.3307   |  22.3     |  36.6     |  46.2     |
|  696      |  0.526    |  4.933    |  13.35    |  13.92    |  0.6      |  39.51    |  24.88    |  35.32    |
|  697      |  0.5182   |  8.519    |  14.19    |  14.49    |  0.5741   |  20.1     |  28.86    |  39.64    |
|  698      |  0.5117   |  3.154    |  13.74    |  15.81    |  0.2697   |  23.71    |  35.65    |  50.96    |
|  699      |  0.5142   |  3.901    |  13.41    |  19.91    |  0.1641   |  22.78    |  35.27    |  41.26    |
|  700      |  0.5183   |  6.397    |  10.47    |  15.11    |  0.5462   |  20.93    |  28.79    |  41.18    |
|  701      |  0.5214   |  2.258    |  11.79    |  14.93    |  0.4571   |  17.59    |  29.28    |  43.03    |
|  702      |  0.5229   |  3.756    |  11.47    |  14.98    |  0.5327   |  18.02    |  30.73    |  49.55    |
|  703      |  0.5227   |  6.963    |  13.97    |  20.0     |  0.6      |  21.64    |  37.77    |  39.34    |
|  704      |  0.5124   |  2.406    |  9.588    |  13.43    |  0.2897   |  20.98    |  30.69    |  42.85    |
|  705      |  0.5205   |  9.755    |  15.38    |  9.406    |  0.6      |  46.0     |  19.41    |  47.21    |
|  706      |  0.5125   |  5.32     |  11.01    |  19.08    |  0.326    |  21.79    |  31.68    |  41.24    |
|  707      |  0.5255   |  4.816    |  13.52    |  13.51    |  0.488    |  16.15    |  27.4     |  42.9     |
|  708      |  0.5299   |  8.005    |  11.46    |  15.24    |  0.6      |  42.25    |  26.14    |  26.11    |
|  709      |  0.5177   |  9.235    |  10.51    |  14.18    |  0.6      |  41.13    |  25.51    |  26.78    |
|  710      |  0.5181   |  3.375    |  12.24    |  16.22    |  0.4675   |  20.89    |  30.2     |  41.25    |
|  711      |  0.5263   |  6.26     |  12.43    |  14.67    |  0.4527   |  19.21    |  32.96    |  48.79    |
|  712      |  0.5296   |  4.321    |  11.53    |  14.82    |  0.6      |  19.5     |  34.45    |  49.88    |
|  713      |  0.5232   |  4.288    |  13.76    |  15.74    |  0.6      |  19.61    |  34.54    |  49.22    |
|  714      |  0.5195   |  4.591    |  10.85    |  12.37    |  0.256    |  19.56    |  31.98    |  46.81    |
|  715      |  0.5172   |  5.001    |  11.52    |  14.06    |  0.4146   |  17.33    |  26.33    |  43.25    |
|  716      |  0.5171   |  5.731    |  12.31    |  12.83    |  0.3241   |  21.66    |  31.4     |  46.88    |
|  717      |  0.5251   |  4.132    |  16.12    |  17.1     |  0.6      |  42.23    |  23.13    |  35.31    |
|  718      |  0.5045   |  5.414    |  12.45    |  14.37    |  0.202    |  16.02    |  27.68    |  41.11    |
|  719      |  0.5137   |  8.607    |  12.91    |  13.73    |  0.3227   |  39.89    |  27.31    |  24.22    |
